CNPJ;Nome;Tipo de Participante;Código CVM;Data;Status
43.081.082/0001-59;FERTIBASE SA;CIAS ABERTAS;5932;20/12/2005;Cancelado
61.442.109/0001-73;FERTIBRAS SA;CIAS ABERTAS;5940;11/01/2007;Cancelado
22.266.175/0001-88;FERTILIZANTES HERINGER S.A.;CIAS ABERTAS;20621;10/04/2007;Concedido
13.679.741/0001-92;FERTILIZANTES NITROGENADOS DO NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;501000;17/12/1993;Cancelado
60.398.989/0001-65;FERTILIZANTES SERRANA SA;CIAS ABERTAS;6742;31/08/2000;Cancelado
08.179.392/0001-00;FERTIMAR FERTILIZANTES DO MARANHÃO SA;CIAS INCENTIVADAS REGISTRADAS;501344;29/06/2007;Cancelado
11.248.408/0001-01;FERTINOR FERTILIZANTES DO NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;506125;14/02/2012;Cancelado
61.549.754/0001-90;FERTIPLAN SA;CIAS ABERTAS;5959;20/12/2005;Cancelado
94.845.930/0001-90;FERTISUL SA;CIAS ABERTAS;5967;27/08/1998;Cancelado
61.377.230/0001-69;FERTIZA CIA NAC FERTILIZANTES;CIAS ABERTAS;12599;21/11/2001;Cancelado
02.312.666/0001-00;FG TRUST SA;CIAS ABERTAS;17043;28/12/2012;Cancelado
02.235.902/0001-32;FIABESA ALAGOAS SA;CIAS INCENTIVADAS REGISTRADAS;519103;29/04/2016;Cancelado
24.278.681/0001-12;FIABESA FIACAO AGUAS BELAS SA;CIAS INCENTIVADAS REGISTRADAS;516716;30/03/2009;Cancelado
03.083.850/0001-99;FIABESA GUARARAPES S/A;CIAS INCENTIVADAS REGISTRADAS;518573;20/04/2018;Cancelado
08.077.430/0001-13;FIAÇÃO DE ALGODÃO MOCÓ S/A;CIAS INCENTIVADAS REGISTRADAS;506842;20/07/2022;Cancelado
11.961.687/0001-48;FIAÇÃO DE PERNAMBUCO SA FIPESA;CIAS INCENTIVADAS REGISTRADAS;507199;14/02/2012;Cancelado
13.142.823/0001-01;FIACAO E TECEL NORTISTA SA;CIAS INCENTIVADAS REGISTRADAS;517640;24/01/2008;Cancelado
18.701.490/0001-19;FIACAO E TECEL STA HELENA SA;CIAS INCENTIVADAS REGISTRADAS;502081;27/04/2001;Cancelado
40.926.438/0001-10;FIAÇÃO E TECELAGEM S/A;CIAS INCENTIVADAS REGISTRADAS;514063;14/02/2012;Cancelado
17.159.005/0001-64;FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL;CIAS ABERTAS;5983;18/10/1971;Concedido
04.312.416/0001-04;FIAÇÃO ESPÍRITO SANTO S/A;CIAS INCENTIVADAS REGISTRADAS;518174;02/05/2016;Cancelado
07.718.844/0001-11;FIACAO JANGADEIRO SA;CIAS INCENTIVADAS REGISTRADAS;501425;22/06/1995;Cancelado
04.559.803/0001-31;FIACAO TECELAGEM JUTA AMAZ SA;CIAS ABERTAS;5975;04/01/2011;Cancelado
15.101.900/0001-00;FIACAO TECELAGEM RIACHUELO SA;CIAS INCENTIVADAS REGISTRADAS;508152;22/02/1990;Cancelado
02.335.514/0001-23;FIAGO PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO;CIAS ABERTAS;16896;08/12/2015;Cancelado
61.410.395/0001-95;FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL;CIAS ABERTAS;6017;24/06/2021;Cancelado
06.018.000/0001-03;FIBRA CIA SECURITIZADORA CRED IMOB;CIAS ABERTAS;19542;14/10/2015;Cancelado
71.590.798/0001-17;FIBRA LEASING SA ARREND MERC;CIAS ABERTAS;14885;21/05/2003;Cancelado
00.185.368/0001-71;FIBRASA NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;517720;28/01/2015;Cancelado
04.221.067/0001-07;FIBRASA S.A.;CIAS INCENTIVADAS REGISTRADAS;520195;06/04/2023;Cancelado
27.059.849/0001-97;FIBRASA SA EMBALAGENS;CIAS INCENTIVADAS REGISTRADAS;511587;14/02/2012;Cancelado
11.136.660/0001-10;FIBRASIL TEXTIL SA;CIAS ABERTAS;6637;11/07/2001;Cancelado
06.893.119/0001-17;FIBRAVESTE SA INDUSTRIA TEXTIL;CIAS INCENTIVADAS REGISTRADAS;508845;14/02/2012;Cancelado
60.643.228/0001-21;FIBRIA CELULOSE S.A.;CIAS ABERTAS;12793;01/04/2019;Cancelado
07.820.907/0001-46;FICA EMPREENDIMENTOS IMOBILIARIOS S.A.;CIAS ABERTAS;20630;16/04/2007;Concedido
12.941.720/0001-30;FICAMP S/A INDÚSTRIA TÊXTIL;CIAS INCENTIVADAS REGISTRADAS;517011;14/02/2012;Cancelado
73.847.253/0001-79;FICAP SA;CIAS ABERTAS;16780;22/12/2000;Cancelado
11.401.502/0001-40;FICASA  SA FIACAO DE CARUARU;CIAS INCENTIVADAS REGISTRADAS;505455;31/07/2002;Cancelado
61.157.764/0001-80;FICHET SA;CIAS ABERTAS;6025;21/03/2006;Cancelado
61.065.447/0001-33;FIEL SA MOVEIS EQUIPS INDS;CIAS ABERTAS;8974;20/05/1988;Cancelado
28.492.304/0001-32;FIESA FERROESTE INDL DO ES SA;CIAS INCENTIVADAS REGISTRADAS;507741;06/09/1996;Cancelado
32.230.245/0001-00;FIGAR SA;CIAS ABERTAS;14222;26/06/1998;Cancelado
31.907.982/0001-23;FILADÉLFIA SECURITIZADORA S/A.;CIAS ABERTAS;24732;30/06/2022;Cancelado
09.353.897/0001-01;FIMASA TEXTIL SA;CIAS INCENTIVADAS REGISTRADAS;505579;28/09/2008;Cancelado
17.167.412/0001-13;FINANCEIRA ALFA S.A.- C.F.I;CIAS ABERTAS;3891;28/03/2024;Cancelado
58.128.927/0001-91;FINANCIADORA BCN SA CFI;CIAS ABERTAS;6050;25/05/1998;Cancelado
60.495.108/0001-24;FINANCIADORA BRADESCO SA CFI;CIAS ABERTAS;6068;15/06/1988;Cancelado
47.896.709/0001-80;FINASA LEASING ARRENDAMENTO MERCANTIL SA;CIAS ABERTAS;6084;30/04/2003;Cancelado
47.178.918/0001-99;FINAÚSTRIA ARRENDAMENTO MERCANTIL S.A.;CIAS ABERTAS;4952;24/01/1990;Cancelado
47.178.918/0001-99;FINAÚSTRIA ARRENDAMENTO MERCANTIL S.A.;CIAS ABERTAS;18830;16/12/2003;Cancelado
10.498.764/0001-02;FINOBRASA AGROINDUSTRIAL S/A;CIAS INCENTIVADAS REGISTRADAS;500895;24/10/2012;Cancelado
06.265.987/0001-52;FINOBRASA DO MA SA;CIAS INCENTIVADAS REGISTRADAS;509736;21/02/1992;Cancelado
02.092.356/0001-28;FINORTE S.A.;CIAS INCENTIVADAS REGISTRADAS;519960;01/06/2017;Cancelado
16.103.773/0001-33;FINPAR PARTICIPAÇÕES S.A.;CIAS ABERTAS;23116;28/12/2015;Cancelado
21.987.030/0001-03;FINSBURY PARTICIPAÇÕES S.A.;CIAS ABERTAS;23639;16/08/2019;Cancelado
07.648.272/0001-41;FIOTEX INDUSTRIAL SA;CIAS INCENTIVADAS REGISTRADAS;500186;05/08/2008;Cancelado
11.902.798/0001-83;FIPAL S/A- FIAÇÃO PARAIBANA DE ALGODÃO;CIAS INCENTIVADAS REGISTRADAS;508888;14/02/2012;Cancelado
12.927.414/0001-40;FIPAL SA FIACAO PARAIB ALGODAO;CIAS INCENTIVADAS REGISTRADAS;514292;26/08/1998;Cancelado
03.046.338/0001-72;FIRMEZA AGROINDUSTRIAL S.A.;CIAS INCENTIVADAS REGISTRADAS;519294;01/06/2017;Cancelado
08.162.323/0001-93;FIRMEZA AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;502448;28/09/2008;Cancelado
33.010.786/0001-87;FISCHER SA COM IND AGRICULTURA;CIAS ABERTAS;12432;29/06/1990;Cancelado
12.297.305/0001-96;FIVES LILLE INDL NORDESTE SA;CIAS ABERTAS;6114;09/03/1993;Cancelado
92.779.461/0001-22;FLAMEX SA IND COM EXP IMP;CIAS ABERTAS;6122;20/12/2005;Cancelado
09.354.440/0001-11;FLEURY NORDESTE COSMETICOS SA;CIAS INCENTIVADAS REGISTRADAS;513539;14/02/2012;Cancelado
60.840.055/0001-31;FLEURY SA;CIAS ABERTAS;21881;14/12/2009;Concedido
10.851.805/0001-00;FLEX GESTAO DE RELACIONAMENTOS SA EM RECUPERACAO JUDICIAL;CIAS ABERTAS;24350;26/09/2023;Cancelado
51.159.713/0001-33;FLEXDISC TECNOLOGIA SA;CIAS ABERTAS;11916;14/02/2007;Cancelado
24.343.832/0001-79;FLORESTA AGRI SA - FLORA;CIAS INCENTIVADAS REGISTRADAS;510912;22/07/2008;Cancelado
14.915.755/0001-20;FLORESTA AZUL SA;CIAS INCENTIVADAS REGISTRADAS;503037;14/02/2012;Cancelado
07.276.103/0001-28;FLORESTAL BRASIL S.A.;CIAS ABERTAS;21423;30/11/2011;Cancelado
09.386.970/0001-41;FLORIANO AGRO PECUARIA SA;CIAS INCENTIVADAS REGISTRADAS;510157;28/09/2008;Cancelado
09.386.970/0001-41;FLORIANO AGRO PECUARIA SA;CIAS INCENTIVADAS REGISTRADAS;521035;24/06/2020;Cancelado
83.800.672/0001-09;FLORIMAR IND E COM DE PESCADOS SA;CIAS INCENTIVADAS REGISTRADAS;518565;05/03/2007;Cancelado
34.633.321/0001-45;FLUMIPESCA NORTE SA;CIAS INCENTIVADAS REGISTRADAS;513695;28/09/2008;Cancelado
04.825.626/0001-98;FLUVIAL PESCA SA - FLUPEL;CIAS INCENTIVADAS REGISTRADAS;507830;14/02/2012;Cancelado
01.492.670/0001-35;FLYNET SA;CIAS ABERTAS;16667;03/03/2009;Cancelado
60.889.193/0001-05;FNV VEICULOS EQUIPS SA;CIAS ABERTAS;6149;02/02/1993;Cancelado
26.735.020/0001-02;FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A.;CIAS ABERTAS;25488;04/02/2022;Cancelado
06.596.985/0001-46;FONCEPI COMERCIAL EXPORTADORA LTDA;CIAS INCENTIVADAS REGISTRADAS;512028;03/11/2005;Cancelado
14.333.683/0001-03;FONTAINE VILLE PARTICIPAÇÕES S/A;CIAS ABERTAS;23019;14/11/2023;Cancelado
05.001.862/0001-52;FONTENELE LYRA SA;CIAS INCENTIVADAS REGISTRADAS;504670;14/02/2012;Cancelado
06.063.028/0001-54;FONTENELLE AGRI E PEC SA;CIAS INCENTIVADAS REGISTRADAS;503223;14/02/2012;Cancelado
06.063.028/0001-54;FONTENELLE AGRI E PEC SA;CIAS INCENTIVADAS REGISTRADAS;519286;08/08/2012;Cancelado
11.698.305/0001-35;FOREST NE SA FABR CONDUT ELETR;CIAS INCENTIVADAS REGISTRADAS;503355;19/02/1993;Cancelado
13.929.385/0001-18;FORJA NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;500380;28/09/2008;Cancelado
12.908.372/0001-08;FORMOSA AGRO INDUSTRIAL SA;CIAS INCENTIVADAS REGISTRADAS;516023;14/02/2012;Cancelado
07.481.336/0001-62;FORMOSA AGROPECUARIA SA;CIAS INCENTIVADAS REGISTRADAS;506826;14/02/2012;Cancelado
03.870.455/0005-80;FORNO DE MINAS ALIMENTOS S.A.;CIAS ABERTAS;23736;07/03/2018;Cancelado
00.249.786/0001-85;FORPART S.A. - EM LIQUIDAÇÃO;CIAS ABERTAS;14796;21/02/1995;Concedido
07.197.031/0001-23;FORTALEZA AGROINDL SA - FAISA;CIAS INCENTIVADAS REGISTRADAS;511226;14/02/2012;Cancelado
12.979.898/0001-70;FORTE SECURITIZADORA S.A.;CIAS ABERTAS;22489;30/06/2022;Cancelado
21.610.416/0001-00;FORTUNATO SECURITIZADORA S.A.;CIAS ABERTAS;23566;30/06/2022;Cancelado
21.987.053/0001-18;FOURSTONES PARTICIPAÇÕES S.A.;CIAS ABERTAS;23655;29/07/2016;Cancelado
21.987.041/0001-93;FOXFIELD PARTICIPAÇÕES S.A.;CIAS ABERTAS;23663;29/07/2016;Cancelado
07.823.262/0001-03;FOZ DO RIO CLARO ENERGIA S.A.;CIAS ABERTAS;26697;24/03/2022;Concedido
34.968.917/0001-04;FOZBASA FOZ BALSAS AGROINDL SA;CIAS INCENTIVADAS REGISTRADAS;517089;14/02/2012;Cancelado
10.661.519/0001-74;FRAME SECURITIZADORA S/A;CIAS ABERTAS;21873;07/02/2011;Cancelado
06.082.564/0001-05;FRANCISCO CASTRO CI E AGRIC SA;CIAS ABERTAS;6190;09/08/2005;Cancelado
84.191.832/0001-22;FRANGO NORTE AGROINDUSTRIAL SA;CIAS INCENTIVADAS REGISTRADAS;515485;14/02/2012;Cancelado
91.374.561/0001-06;FRANGOSUL SA AGRO AVICOLA INDL;CIAS ABERTAS;11967;21/12/1999;Cancelado
07.088.867/0001-90;FRASA FAZENDA REUNIDAS SA;CIAS INCENTIVADAS REGISTRADAS;508853;28/09/2008;Cancelado
88.610.126/0001-29;FRAS-LE SA;CIAS ABERTAS;6211;20/07/1977;Concedido
51.466.753/0001-28;FREIOS VARGA SA;CIAS ABERTAS;12084;02/06/1999;Cancelado
05.899.141/0001-01;FREY RONDONIA FLORESTAL SA;CIAS INCENTIVADAS REGISTRADAS;513067;14/02/2012;Cancelado
11.346.061/0001-21;FRIBASA INDUSTRIA E COMERCIO SA;CIAS INCENTIVADAS REGISTRADAS;500445;14/02/2012;Cancelado
24.063.901/0001-90;FRIBESA FRIGORIFICO BELO JARDIM SA;CIAS INCENTIVADAS REGISTRADAS;507067;14/02/2012;Cancelado
83.188.110/0001-56;FRICASA ALIMENTOS SA;CIAS ABERTAS;6246;10/12/1996;Cancelado
02.252.559/0001-34;FRICOL FRIGORIFICO COLINAS SA;CIAS INCENTIVADAS REGISTRADAS;514918;14/02/2012;Cancelado
21.987.068/0001-86;FRIESTON PARTICIPAÇÕES S.A.;CIAS ABERTAS;23647;29/07/2016;Cancelado
16.489.692/0001-13;FRIFEIRA FRIGORIFICO FEIRA DE SANTANA SA;CIAS INCENTIVADAS REGISTRADAS;502928;14/02/2012;Cancelado
36.882.074/0001-46;FRIG ALTO NORTE SA;CIAS INCENTIVADAS REGISTRADAS;515728;14/02/2012;Cancelado
00.958.181/0001-63;FRIG ARAPUTANGA SA;CIAS INCENTIVADAS REGISTRADAS;514136;14/02/2012;Cancelado
84.578.012/0001-98;FRIG FERNANDES SA;CIAS INCENTIVADAS REGISTRADAS;516180;14/02/2012;Cancelado
28.156.925/0001-45;FRIG PALOMA SA;CIAS INCENTIVADAS REGISTRADAS;513032;26/12/2001;Cancelado
04.657.540/0001-01;FRIG PARAGOMINAS SA;CIAS INCENTIVADAS REGISTRADAS;509450;14/02/2012;Cancelado
28.409.803/0001-13;FRIG SERRA GRANDE SA;CIAS INCENTIVADAS REGISTRADAS;508578;14/02/2012;Cancelado
05.226.105/0001-87;FRIG VALE DO TOCANTINS SA;CIAS INCENTIVADAS REGISTRADAS;518344;01/09/2006;Cancelado
36.939.312/0001-02;FRIGOBARRA SA;CIAS INCENTIVADAS REGISTRADAS;514152;14/02/2012;Cancelado
60.883.212/0001-96;FRIGOBRAS CIA BRAS FRIGORIFICO;CIAS ABERTAS;6220;21/01/1998;Cancelado
14.962.356/0001-10;FRIGOL FOODS PARTICIPAÇÕES S.A.;CIAS ABERTAS;22853;13/03/2020;Cancelado
22.662.951/0001-69;FRIGORIFICO NORTE MINAS SA;CIAS ABERTAS;6262;22/03/2005;Cancelado
02.165.984/0001-96;FRIGORÍFICO REDENTOR S.A.;CIAS INCENTIVADAS REGISTRADAS;520780;05/03/2021;Cancelado
27.497.684/0001-35;FRIGORÍFICO RIO DOCE S/A;CIAS INCENTIVADAS REGISTRADAS;509850;18/05/1990;Concedido
36.936.912/0001-17;FRIGORIFICO VALE DO GUAPORÉ S/A;CIAS INCENTIVADAS REGISTRADAS;513741;03/05/2013;Cancelado
01.983.220/0001-45;FRIGOVERDI SA;CIAS INCENTIVADAS REGISTRADAS;513172;14/02/2012;Cancelado
82.902.461/0001-14;FRIL FRIGORIF DA LUZ SA;CIAS ABERTAS;6270;20/11/1985;Cancelado
39.826.698/0001-34;FRINORSA FRIGORIFICO NORTE CAPIXAPA SA;CIAS INCENTIVADAS REGISTRADAS;516430;14/02/2012;Cancelado
27.544.717/0001-50;FRINORTE FRIGORIFICO NORTE DO ESPIRITO SANTO SA;CIAS INCENTIVADAS REGISTRADAS;509116;14/02/2012;Cancelado
34.630.186/0001-84;FRIVASA FRIGORIFICO VALE TAPANA SA;CIAS INCENTIVADAS REGISTRADAS;508730;24/10/2012;Cancelado
58.127.689/0001-08;FROTA AMAZONICA SA;CIAS INCENTIVADAS REGISTRADAS;513008;25/06/1998;Cancelado
09.139.148/0001-86;FRULAR SA INDUSTRIA ALIMENTICIA;CIAS INCENTIVADAS REGISTRADAS;505978;28/09/2008;Cancelado
23.523.269/0001-58;FRUPISA FRUTOS DO PIAUI SA.;CIAS INCENTIVADAS REGISTRADAS;515477;01/09/2004;Cancelado
02.565.001/0001-09;FRUTAVI - COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE FRUTAS S/A;CIAS INCENTIVADAS REGISTRADAS;519634;29/05/2017;Cancelado
10.897.247/0001-06;FRUTIVALE FRUT VALE S FCO SA;CIAS INCENTIVADAS REGISTRADAS;504394;17/01/2006;Cancelado
35.325.935/0001-22;FRUTONE FRUTICULTURA DO NE SA;CIAS INCENTIVADAS REGISTRADAS;516643;14/02/2012;Cancelado
05.876.107/0001-11;FRUTOP PROD DE ALIM SA;CIAS INCENTIVADAS REGISTRADAS;504580;05/03/1999;Cancelado
13.504.691/0001-02;FRUTOS TROPICAIS SA;CIAS ABERTAS;6297;22/11/2006;Cancelado
17.234.244/0001-31;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;CIAS ABERTAS;23370;25/04/2014;Concedido
22.669.972/0001-06;FUJI ELETRIC NORDESTE SA;CIAS ABERTAS;6300;14/09/1995;Cancelado
41.137.225/0001-71;FUJI S/A MARMORES E GRANITOS;CIAS INCENTIVADAS REGISTRADAS;517380;02/05/2016;Cancelado
61.152.047/0001-65;FUJIWARA HISATO SA COM IND;CIAS ABERTAS;6319;01/03/1991;Cancelado
17.943.792/0001-30;FULWOOD S.A.;CIAS ABERTAS;26336;31/05/2023;Cancelado
91.866.053/0001-45;FUNDIROSSI SA METALURGIA FINA;CIAS ABERTAS;13340;18/08/1992;Cancelado
02.465.783/0001-04;FUTURETEL S.A. - EM LIQUIDAÇÃO;CIAS ABERTAS;17388;14/12/2022;Cancelado
27.403.930/0001-42;FUVISA - FUNDIÇÃO VILA VELHA S.A.;CIAS INCENTIVADAS REGISTRADAS;518948;07/01/2010;Cancelado
03.024.422/0001-95;FV REPAROS E CONSTRUÇÃO NAVAL S.A.;CIAS INCENTIVADAS REGISTRADAS;519596;09/07/2014;Cancelado
11.067.436/0001-14;FYBER IND DE VEICULOS SA;CIAS INCENTIVADAS REGISTRADAS;506770;28/09/2008;Cancelado
10.323.350/0001-42;FYBERLINE SA;CIAS INCENTIVADAS REGISTRADAS;511455;17/07/2001;Cancelado
31.810.328/0001-05;G.C. ARMAZENS GERAIS SA;CIAS INCENTIVADAS REGISTRADAS;514977;31/01/2001;Cancelado
-;G2D INVESTMENTS, LTD.;CIAS ESTRANGEIRAS;80195;13/05/2021;Concedido
-;G2D INVESTMENTS, LTD.;CIAS ESTRANGEIRAS;80195;09/12/2021;Cancelado
01.545.826/0001-07;GAFISA SA;CIAS ABERTAS;16101;21/02/1997;Concedido
01.376.239/0001-23;GAFISA SPE-1 SA;CIAS ABERTAS;16012;06/12/2005;Cancelado
20.646.442/0001-17;GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;CIAS ABERTAS;24040;19/07/2021;Cancelado
14.876.090/0001-93;GAIA IMPACTO SECURITIZADORA S.A.;CIAS ABERTAS;22764;30/06/2022;Cancelado
06.272.611/0001-75;GAISA-GALLETTI AGROINDL SA;CIAS INCENTIVADAS REGISTRADAS;503770;14/02/2012;Cancelado
02.796.775/0001-40;GAMA PARTICIPAÇÕES S.A.;CIAS ABERTAS;17965;01/12/1998;Concedido
06.689.129/0001-35;GAMELEIRA AGROPASTORIL SA;CIAS INCENTIVADAS REGISTRADAS;500313;14/02/2012;Cancelado
06.689.129/0001-35;GAMELEIRA AGROPASTORIL SA;CIAS INCENTIVADAS REGISTRADAS;520888;09/01/2019;Cancelado
02.312.126/0001-27;GANGES PARTICIPACOES SA;CIAS ABERTAS;16969;27/06/2000;Cancelado
57.014.334/0001-31;GARANCE TEXTILE SA;CIAS ABERTAS;11371;22/03/2005;Cancelado
10.229.615/0001-48;GARANHUNS INDUSTRIAL SA GISA;CIAS INCENTIVADAS REGISTRADAS;518131;13/11/2002;Cancelado
43.282.342/0001-54;GARCA SA IND COM DE PLAST;CIAS INCENTIVADAS REGISTRADAS;502669;28/09/2008;Cancelado
30.148.829/0001-05;GARPA SA;CIAS ABERTAS;12718;19/12/1990;Cancelado
42.584.326/0001-53;GARRA PARTICIPACOES SA;CIAS ABERTAS;6360;20/11/1990;Cancelado
09.051.129/0001-01;GARSA GURGEIA AGR RACIONAL S/A;CIAS INCENTIVADAS REGISTRADAS;505692;28/09/2008;Cancelado
02.134.838/0001-01;GARUDA SA;CIAS ABERTAS;16756;31/12/2009;Cancelado
27.228.378/0001-01;GASPAR IND E COM CARNES SA;CIAS INCENTIVADAS REGISTRADAS;510785;20/09/2000;Cancelado
11.193.684/0001-01;GÁVEA SECURITIZADORA S.A.;CIAS ABERTAS;23418;18/07/2018;Cancelado
50.747.732/0001-18;GAZETA MERCANTIL SA;CIAS ABERTAS;14400;04/01/2010;Cancelado
88.611.983/0001-43;GAZOLA SA INDÚSTRIA METALURGICA;CIAS ABERTAS;6378;07/05/2012;Cancelado
01.472.666/0001-05;GC ADM DE RECEBIVEIS SA;CIAS ABERTAS;16071;28/09/2000;Cancelado
60.688.736/0001-26;GEB VIDIGAL SA;CIAS ABERTAS;6386;18/06/1991;Cancelado
06.920.516/0001-30;GECOSA I INT GERVASIO COSTA SA;CIAS ABERTAS;6394;04/01/2010;Cancelado
04.920.633/0001-79;GELAR SA INDS ALIMENTICIAS;CIAS ABERTAS;6408;22/03/2005;Cancelado
61.090.072/0001-61;GEMA SA EQUIPS INDUSTRIAIS;CIAS ABERTAS;6424;23/07/1985;Cancelado
06.699.599/0001-80;GEMASA GRANJAS ESPECIAIS DO MARANHAO SA;CIAS INCENTIVADAS REGISTRADAS;517682;14/02/2012;Cancelado
59.275.792/0001-50;GENERAL MOTORS SA;CIAS ABERTAS;6432;04/03/1986;Cancelado
08.764.621/0001-53;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;CIAS ABERTAS;21008;26/07/2007;Concedido
04.232.716/0001-75;GENIPAUBA PEC E AGRI SA;CIAS INCENTIVADAS REGISTRADAS;507113;14/02/2012;Cancelado
02.808.710/0001-78;GEODEX COMMUNICATIONS S.A.;CIAS ABERTAS;18031;28/04/2008;Cancelado
33.143.025/0001-01;GEOTECNICA SA;CIAS ABERTAS;6440;22/11/2006;Cancelado
60.405.446/0001-28;GERAL DE CONCRETO S/A;CIAS ABERTAS;5630;30/12/2002;Cancelado
33.611.500/0001-19;GERDAU S.A.;CIAS ABERTAS;3980;03/09/1980;Concedido
89.011.738/0001-68;GERDAU SERV INFORMATICA SA GSI;CIAS ABERTAS;12785;25/03/1993;Cancelado
79.114.203/0001-69;GERMANI CIA PARANAENSE ALIMS;CIAS ABERTAS;6459;21/12/1990;Cancelado
42.171.157/0001-20;GESTIO SA COMERCIO E INDUSTRIA;CIAS ABERTAS;6467;13/07/1990;Cancelado
33.311.366/0001-30;GETEC GUANABARA QUIM INDL SA;CIAS ABERTAS;6475;26/12/1991;Cancelado
10.440.482/0001-54;GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.;CIAS ABERTAS;26140;28/12/2022;Cancelado
14.127.813/0001-51;GETNINJAS S.A.;CIAS ABERTAS;25887;13/05/2021;Concedido
61.196.119/0001-76;GIANNINI SA;CIAS ABERTAS;12939;09/09/1999;Cancelado
24.443.608/0001-59;GIPSITA MINERAÇÃO S/A INDÚSTRIA E COMERCIO;CIAS INCENTIVADAS REGISTRADAS;514853;22/06/2010;Cancelado
61.338.042/0001-21;GLASSLITE SA IND DE PLASTICOS;CIAS ABERTAS;6483;16/04/1998;Cancelado
05.330.331/0001-03;GLOBAL BRASIL SA;CIAS ABERTAS;19402;09/07/2012;Cancelado
01.245.375/0001-84;GLOBAL TRUST SA;CIAS ABERTAS;15776;22/02/2000;Cancelado
07.095.028/0001-07;GODOI SECURITIES - CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS;CIAS ABERTAS;19712;28/03/2008;Cancelado
06.164.253/0001-87;GOL LINHAS AEREAS INTELIGENTES SA;CIAS ABERTAS;19569;09/06/2004;Concedido
58.507.286/0001-86;GOLDFARB INCORPORAÇÕES E CONSTRUÇÕES S/A;CIAS ABERTAS;20737;18/12/2009;Cancelado
60.946.035/0001-40;GOYANA SA I BRAS MATS PLASTS;CIAS ABERTAS;6530;22/03/2005;Cancelado
-;GP INVESTMENTS, LTD;CIAS ESTRANGEIRAS;80020;30/05/2006;Concedido
42.360.925/0001-93;GPC INDUSTRIA E COMERCIO SA;CIAS ABERTAS;6548;20/06/1991;Cancelado
21.903.297/0001-75;GPR - PINHEIRO & RINALDO CAPITAL S.A.;CIAS ABERTAS;23876;13/02/2019;Cancelado
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S/A;CIAS ABERTAS;25712;20/04/2021;Concedido
06.985.915/0001-80;GRACIOSA AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;513423;14/02/2012;Cancelado
04.230.801/0001-02;GRADIENTE INDL SA;CIAS INCENTIVADAS REGISTRADAS;511102;11/05/1995;Cancelado
06.930.747/0001-25;GRAMACOSA GDE MA COMPENS SA;CIAS INCENTIVADAS REGISTRADAS;504106;28/09/2008;Cancelado
30.753.180/0001-43;GRAMASA GRANITOS E MARMORES SA;CIAS INCENTIVADAS REGISTRADAS;510335;01/08/2000;Cancelado
84.583.137/0001-06;GRAMAZON GRANITOS DA AMAZÔNIA S/A;CIAS INCENTIVADAS REGISTRADAS;516996;03/08/2023;Cancelado
31.683.659/0001-13;GRAMETAL GRANALHAS DE METAL SA;CIAS INCENTIVADAS REGISTRADAS;508055;05/06/1998;Cancelado
00.416.575/0001-90;GRAMMUF GRANITOS MARMORES MUNIZ FREIRE SA;CIAS INCENTIVADAS REGISTRADAS;516562;28/09/2008;Cancelado
14.191.427/0001-29;GRANBIO INVESTIMENTOS S.A.;CIAS ABERTAS;25321;13/11/2020;Concedido
27.416.197/0001-09;GRANBRASIL GRANITOS BRASIL SA;CIAS INCENTIVADAS REGISTRADAS;509515;14/02/2012;Cancelado
07.273.204/0001-45;GRANDES CURTUMES CEARENSES SA;CIAS INCENTIVADAS REGISTRADAS;506575;14/02/2012;Cancelado
61.247.854/0001-61;GRANIMAR SA MARMORES GRANITOS;CIAS ABERTAS;6564;20/03/1991;Cancelado
09.339.342/0001-05;GRANITOS DO NORDESTE DO BRASIL S/A- GRANORDESTE;CIAS INCENTIVADAS REGISTRADAS;511323;14/02/2012;Cancelado
24.064.453/0001-40;GRANITOS EXPORTAÇÃO DO NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;516155;14/02/2012;Cancelado
01.800.130/0001-71;GRANJA AVENORTE SA;CIAS INCENTIVADAS REGISTRADAS;517542;18/01/2008;Cancelado
05.093.513/0001-08;GRANJA CONCEICAO SA;CIAS INCENTIVADAS REGISTRADAS;513644;28/09/2008;Cancelado
