CNPJ;Nome;Tipo de Participante;Código CVM;Data;Status
04.146.809/0001-87;BELCONAV SA CONSTRUCAO NAVAL;CIAS INCENTIVADAS REGISTRADAS;514446;14/02/2012;Cancelado
09.501.651/0001-30;BELEM MALHADA REAL AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;503754;14/02/2012;Cancelado
09.501.651/0001-30;BELEM MALHADA REAL AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;521175;14/03/2023;Cancelado
04.945.135/0001-80;BELEM PESCA SA;CIAS INCENTIVADAS REGISTRADAS;504424;14/02/2012;Cancelado
14.200.618/0001-00;BELEZA PARTICIPAÇÕES SA;CIAS ABERTAS;22632;25/09/2018;Cancelado
09.462.466/0001-83;BELMONTE AGROINDUSTRIAL SA;CIAS INCENTIVADAS REGISTRADAS;506060;14/02/2012;Cancelado
28.564.391/0001-96;BELPRATO SA;CIAS ABERTAS;13480;21/03/2006;Cancelado
82.373.077/0001-71;BEMATECH  S/A;CIAS ABERTAS;20656;16/02/2016;Cancelado
09.042.817/0001-05;BEMOBI MOBILE TECH S.A.;CIAS ABERTAS;25500;08/02/2021;Concedido
63.739.973/0001-67;BENAION IND PAPEL E CELULOSE SA;CIAS INCENTIVADAS REGISTRADAS;514934;14/02/2012;Cancelado
09.185.877/0001-79;BENTONISA BENTONITA DO NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;509590;29/04/2010;Cancelado
61.288.916/0001-83;BENZENEX SA ADUBOS E INSET;CIAS ABERTAS;1635;30/03/1999;Cancelado
09.400.937/0001-29;BERNA PARTICIPAÇÕES SA;CIAS ABERTAS;21563;11/08/2014;Cancelado
04.751.079/0001-43;BERNECK MADEIRAS DO PARA SA;CIAS INCENTIVADAS REGISTRADAS;517992;10/12/2001;Cancelado
02.386.886/0001-89;BERTO SA;CIAS INCENTIVADAS REGISTRADAS;504874;14/12/2001;Cancelado
00.510.570/0001-21;BESC SA ARRENDAMENTO MERCANTIL;CIAS ABERTAS;15040;13/04/2010;Cancelado
04.378.576/0001-48;BETA BUF EQUAT AMAPAENSE SA;CIAS INCENTIVADAS REGISTRADAS;509132;28/09/2008;Cancelado
31.769.995/0001-83;BETA NORTE AGROINDUSTRIAL SA;CIAS INCENTIVADAS REGISTRADAS;513393;14/02/2012;Cancelado
04.381.091/0001-03;BETA SA INDUSTRIA E COMERCIO;CIAS ABERTAS;1660;13/11/2007;Cancelado
07.021.459/0001-10;BETA SECURITIZADORA S/A;CIAS ABERTAS;19747;30/10/2019;Cancelado
02.762.124/0001-30;BETAPART PARTICIPAÇÕES SA;CIAS ABERTAS;17884;06/11/1998;Concedido
60.627.346/0001-46;BETUMARCO SA ENGENHARIA INDUSTRIA COMERCIO;CIAS ABERTAS;1678;22/11/2006;Cancelado
08.161.119/0001-58;BEVISA PECUARIA BELA VISTA SA;CIAS INCENTIVADAS REGISTRADAS;504050;17/07/2003;Cancelado
43.425.008/0001-02;BFB LEASING S.A. ARRENDAMENTO MERCANTIL;CIAS ABERTAS;6203;08/02/1991;Cancelado
43.425.008/0001-02;BFB LEASING S.A. ARRENDAMENTO MERCANTIL;CIAS ABERTAS;14052;24/05/2012;Cancelado
25.635.129/0001-05;BFC BANCO SA;CIAS ABERTAS;8796;16/07/1990;Cancelado
04.987.555/0001-20;BGPAR SA;CIAS ABERTAS;19500;26/10/2011;Cancelado
08.723.106/0001-25;BHG S.A. - BRAZIL HOSPITALITY GROUP;CIAS ABERTAS;20907;13/07/2015;Cancelado
07.112.325/0001-05;BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS;CIAS ABERTAS;19704;30/05/2018;Cancelado
02.077.546/0001-76;BIANCOGRÊS CERÂMICA S.A.;CIAS INCENTIVADAS REGISTRADAS;518042;18/01/2008;Cancelado
56.992.423/0001-90;BICICLETAS MONARK SA;CIAS ABERTAS;1694;01/12/1971;Concedido
16.921.603/0001-66;BIOBRAS SA;CIAS ABERTAS;1708;27/11/2002;Cancelado
04.752.991/0001-10;BIOMM SA;CIAS ABERTAS;19305;19/08/2002;Concedido
04.069.709/0001-02;BIONEXO S.A.;CIAS ABERTAS;25925;02/06/2021;Concedido
15.527.906/0001-36;BIOSEV S.A.;CIAS ABERTAS;22845;25/06/2021;Cancelado
24.462.442/0001-18;BIOTECNICA INDUSTRIAL E AGRICOLA SA;CIAS INCENTIVADAS REGISTRADAS;513385;14/02/2012;Cancelado
-;BIOTOSCANA INVESTMENTS S.A.;CIAS ESTRANGEIRAS;80179;13/11/2020;Cancelado
-;BIOTOSCANA INVESTMENTS S.A.;CIAS ESTRANGEIRAS;80179;13/11/2020;Cancelado
49.341.506/0001-53;BIRMANN SA COM. E EMPREEND.;CIAS ABERTAS;493;03/11/1989;Cancelado
33.205.766/0001-61;BISCOITOS PRINCESA DA AM SA;CIAS INCENTIVADAS REGISTRADAS;510572;14/02/2012;Cancelado
30.678.502/0001-37;BISVIT SA INDUSTRIA E COM;CIAS INCENTIVADAS REGISTRADAS;515868;02/01/1996;Cancelado
58.430.828/0001-60;BLAU FARMACÊUTICA S.A.;CIAS ABERTAS;24627;11/01/2019;Concedido
60.637.238/0001-54;BLUE TECH SOLUTIONS EQI S.A.;CIAS ABERTAS;12319;14/03/1985;Concedido
66.542.002/0001-10;BLUE TREE HOTELS & RESORTS DO BRASIL SA;CIAS ABERTAS;17760;01/02/2008;Cancelado
24.921.465/0001-43;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A;CIAS ABERTAS;26204;23/09/2021;Concedido
20.451.953/0001-83;BLUM COMPANHIA DE SECURITIZAÃ?O DE CR?DITOS S.A;CIAS ABERTAS;23760;01/06/2022;Cancelado
46.521.357/0001-16;BMD LEASING SA ARREND MERC;CIAS ABERTAS;15229;02/04/1998;Cancelado
34.265.561/0001-34;BMG LEASING S.A. -  ARREND. MERCANTIL;CIAS ABERTAS;1724;12/08/2019;Cancelado
61.146.577/0001-09;BNC BRAZIL LTDA;CIAS ABERTAS;1007;27/08/2001;Cancelado
00.383.281/0001-09;BNDES PARTICIPAÇÕES S.A. - BNDESPAR;CIAS ABERTAS;16772;13/01/1998;Concedido
10.807.374/0001-77;BOA SAFRA SEMENTES S.A;CIAS ABERTAS;25704;19/04/2021;Concedido
09.136.151/0001-46;BOA VISTA AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;504505;14/02/2012;Cancelado
11.725.176/0001-27;BOA VISTA SERVIÇOS S.A.;CIAS ABERTAS;25135;18/10/2023;Cancelado
42.419.846/0001-00;BOAVISTA SA ARREND MERCANTIL;CIAS ABERTAS;1759;16/10/1989;Cancelado
42.419.846/0001-00;BOAVISTA SA ARREND MERCANTIL;CIAS ABERTAS;15172;12/11/2003;Cancelado
33.528.720/0001-83;BOAVISTA SA CRED FIN E INV;CIAS ABERTAS;1732;22/06/1990;Cancelado
17.387.473/0001-96;BOCAIUVA TEXTIL SA;CIAS ABERTAS;12270;22/03/1999;Cancelado
10.894.123/0001-77;BOLERO PARTICIPAÇÕES SA;CIAS ABERTAS;22039;18/06/2015;Cancelado
08.936.812/0001-55;BOLSA DE MERCADORIAS & FUTUROS - BM&F S/A;CIAS ABERTAS;21210;08/05/2008;Cancelado
07.016.405/0001-67;BOM JESUS AGROPEC E INDL SA;CIAS INCENTIVADAS REGISTRADAS;511390;28/09/2008;Cancelado
31.714.116/0001-16;BOM ZON ESPIRITO SANTO SA;CIAS INCENTIVADAS REGISTRADAS;514284;19/11/1993;Cancelado
00.257.846/0001-01;BOMBRIL HOLDING SA;CIAS ABERTAS;15334;18/08/2011;Cancelado
50.564.053/0001-03;BOMBRIL SA;CIAS ABERTAS;12190;26/09/1984;Concedido
97.422.620/0001-50;BOMPREÇO BAHIA SA;CIAS ABERTAS;14435;17/02/2006;Cancelado
13.004.510/0001-89;BOMPRECO SA SUPERMERCADO DO NE;CIAS ABERTAS;15202;06/02/2002;Cancelado
01.269.202/0001-04;BOMPRECO TRUST RECEBIVEIS SA;CIAS ABERTAS;15644;09/04/1999;Cancelado
02.117.801/0001-67;BONAIRE PARTICIPAÇÕES S.A.- EM LIQUIDAÇÃO;CIAS ABERTAS;16560;03/11/1997;Concedido
43.151.984/0001-14;BONAL SA;CIAS INCENTIVADAS REGISTRADAS;504459;17/07/2006;Cancelado
03.144.086/0001-14;BONANCA ACU AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;512060;14/02/2012;Cancelado
03.144.086/0001-14;BONANCA ACU AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;520845;31/10/2018;Cancelado
11.564.010/0001-76;BONANCA AGROINDUSTRIAL S. A...;CIAS INCENTIVADAS REGISTRADAS;515280;14/02/2012;Cancelado
21.722.673/0001-25;BONANZA AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;503126;14/02/2012;Cancelado
07.070.311/0001-76;BONANZA AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;513202;30/06/1995;Cancelado
84.583.608/0001-86;BONATO SA COM E INDUSTRIA;CIAS ABERTAS;1775;11/03/1992;Cancelado
24.144.149/0001-02;BONESA BORRACHAS NE SA;CIAS INCENTIVADAS REGISTRADAS;516538;14/02/2012;Cancelado
24.144.149/0001-02;BONESA BORRACHAS NE SA;CIAS INCENTIVADAS REGISTRADAS;519197;17/04/2012;Cancelado
60.858.586/0001-51;BONFIGLIOLI COML CONSTRUT SA;CIAS ABERTAS;1783;05/09/1991;Cancelado
10.868.610/0001-65;BONOR INDUSTRIA DE BOTÕES DO NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;516902;31/03/2009;Cancelado
12.646.972/0001-37;BOQUEIRAO AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;510319;14/02/2012;Cancelado
96.734.884/0001-87;BORBONITE SA IND DE BORRACHAS;CIAS ABERTAS;1791;01/10/1992;Cancelado
41.236.639/0001-58;BORBOREMA AVICOLA SA;CIAS INCENTIVADAS REGISTRADAS;516163;10/03/2003;Cancelado
06.633.291/0001-31;BORBOREMA EMPREENDIMENTOS AGRÍCOLAS S/A;CIAS INCENTIVADAS REGISTRADAS;500640;01/06/2017;Cancelado
91.302.034/0001-96;BORELLA SA IND E COMERCIO;CIAS ABERTAS;6238;21/01/1987;Cancelado
39.366.398/0001-10;BORGA AGROPECUARIA SA;CIAS INCENTIVADAS REGISTRADAS;513946;14/02/2012;Cancelado
33.323.742/0001-07;BORGHOFF SA;CIAS ABERTAS;1805;07/05/1999;Cancelado
10.915.593/0001-70;BORLEM DO NE SA-EMPREEND INDS;CIAS INCENTIVADAS REGISTRADAS;501921;10/12/1992;Cancelado
60.943.388/0001-96;BORLEM SA EMPREEND INDUSTRIAIS;CIAS ABERTAS;1813;10/03/1999;Cancelado
87.870.952/0001-44;BORRACHAS VIPAL S.A.;CIAS ABERTAS;26980;21/10/2022;Concedido
00.183.435/0001-19;BOSFORO PARTICIPACOES SA;CIAS ABERTAS;14591;21/09/1999;Cancelado
43.458.421/0001-73;BOSTON EXPORTADORA IMPORT SA;CIAS ABERTAS;16160;17/03/1998;Cancelado
61.087.581/0001-35;BOTUCATU TÊXTIL S. A.;CIAS ABERTAS;10987;09/07/2012;Cancelado
08.695.953/0001-23;BOVESPA HOLDING SA;CIAS ABERTAS;21164;29/08/2008;Cancelado
15.483.430/0001-89;BPMB I PARTICIPAÇÕES S.A.;CIAS ABERTAS;23108;15/09/2015;Cancelado
10.739.356/0001-03;BR ADVISORY PARTNERS PARTICIPACOES S.A.;CIAS ABERTAS;25860;13/05/2021;Concedido
11.102.250/0001-59;BR HOME CENTERS S.A.;CIAS ABERTAS;23710;08/11/2019;Cancelado
06.977.745/0001-91;BR MALLS PARTICIPAÇOES S.A.;CIAS ABERTAS;19909;04/01/2006;Concedido
06.977.751/0001-49;BR PROPERTIES S.A.;CIAS ABERTAS;19925;20/12/2023;Cancelado
14.206.371/0001-39;BR TOWERS SPE1 S.A.;CIAS ABERTAS;23205;05/12/2018;Cancelado
62.868.302/0001-33;BRADESCO BCN LEASING S/A ARR MERCANTIL;CIAS ABERTAS;1600;01/09/2004;Cancelado
47.509.120/0001-82;BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;CIAS ABERTAS;12386;15/09/1989;Cancelado
47.509.120/0001-82;BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;CIAS ABERTAS;17027;18/06/2001;Cancelado
47.509.120/0001-82;BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;CIAS ABERTAS;19640;24/11/2004;Concedido
43.833.821/0001-11;BRADESCO LEASING S.A. ARREND. MERCANTIL;CIAS ABERTAS;7986;04/07/1989;Cancelado
43.833.821/0001-11;BRADESCO LEASING S.A. ARREND. MERCANTIL;CIAS ABERTAS;13757;28/02/2003;Cancelado
60.885.068/0001-27;BRADESCO TURISMO SA ADM E SERV;CIAS ABERTAS;1848;15/06/1988;Cancelado
03.847.461/0001-92;BRADESPAR S/A;CIAS ABERTAS;18724;07/08/2000;Concedido
61.782.769/0001-01;BRADESPLAN PARTICIPAÇOES SA;CIAS ABERTAS;18180;07/02/2006;Cancelado
68.587.724/0001-17;BRAFCO SA;CIAS ABERTAS;14478;20/12/2005;Cancelado
17.246.695/0001-99;BRAFER INDL SA PRODS SIDERURG;CIAS ABERTAS;1856;07/03/1995;Cancelado
13.623.970/0001-95;BRAGA AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;514705;28/09/2008;Cancelado
83.249.078/0001-71;BRAMETAL S/A;CIAS INCENTIVADAS REGISTRADAS;518182;16/12/2014;Cancelado
70.216.429/0001-04;BRAMEX - BRASIL MERCANTIL S/A;CIAS INCENTIVADAS REGISTRADAS;518700;12/04/2018;Cancelado
27.074.343/0001-57;BRAMINEX-BRASILEIRA DE MÁRMORES EXPORTADORA S/A;CIAS INCENTIVADAS REGISTRADAS;512621;14/02/2012;Cancelado
61.149.084/0001-14;BRAMPAC SA;CIAS ABERTAS;7714;19/09/2000;Cancelado
01.187.338/0001-67;BRASCAN IMOBILIARIA SA;CIAS ABERTAS;18147;10/07/2003;Cancelado
06.709.984/0001-60;BRASCARNE EMP BRAS CARNES SA;CIAS INCENTIVADAS REGISTRADAS;505439;09/02/1999;Cancelado
04.737.144/0001-86;BRASCOMP COMPENSADOS DO BR SA;CIAS INCENTIVADAS REGISTRADAS;516350;26/03/1999;Cancelado
09.427.428/0001-90;BRASCORDA SA;CIAS INCENTIVADAS REGISTRADAS;507717;14/02/2012;Cancelado
08.600.397/0001-64;BRASFIBRA SA;CIAS INCENTIVADAS REGISTRADAS;509078;03/02/1995;Cancelado
12.770.558/0001-35;BRASFIO INDUSTRIA E COMERCIO NORDESTE S/A;CIAS INCENTIVADAS REGISTRADAS;512478;24/10/2014;Cancelado
05.447.834/0001-63;BRASIF ELECTRONICS;CIAS INCENTIVADAS REGISTRADAS;505552;10/11/1997;Cancelado
32.476.525/0001-94;BRASIGRAN BRASILEIRA DE GRANITOS SA;CIAS INCENTIVADAS REGISTRADAS;510726;29/11/2000;Cancelado
84.489.996/0001-30;BRASIL & MOVIMENTOS S/A;CIAS ABERTAS;20109;30/03/2009;Cancelado
04.833.448/0001-47;BRASIL BELEM HOTEIS E TURISMO SA;CIAS ABERTAS;1937;04/01/2010;Cancelado
66.890.369/0001-25;BRASIL BETON SA;CIAS ABERTAS;13927;25/05/1995;Cancelado
09.478.309/0001-66;BRASIL BIOFUELS S.A.;CIAS ABERTAS;27375;15/12/2023;Concedido
00.311.787/0001-02;BRASIL CENTRAL HOTEIS E TUR SA;CIAS ABERTAS;1880;30/12/1998;Cancelado
02.457.269/0001-27;BRASIL FERROVIAS S.A.;CIAS ABERTAS;17353;17/07/2008;Cancelado
12.523.106/0001-59;BRASIL METAL SA;CIAS INCENTIVADAS REGISTRADAS;506885;14/02/2012;Cancelado
33.206.475/0001-98;BRASIL OITICICA S/A;CIAS ABERTAS;13110;22/03/2005;Cancelado
06.022.461/0001-41;BRASIL OLEOS INDUSTRIA COMERCIO SA BRASOLEO;CIAS ABERTAS;1899;20/12/2005;Cancelado
12.610.764/0001-88;BRASIL PLURAL SECURITIZADORA S.A.;CIAS ABERTAS;22233;30/04/2018;Cancelado
13.483.537/0001-00;BRASIL SECURITIZADORA S.A.;CIAS ABERTAS;24287;09/07/2021;Cancelado
02.570.688/0001-70;BRASIL TELECOM PARTICIPAÇÕES SA;CIAS ABERTAS;17680;30/09/2009;Cancelado
13.776.362/0001-10;BRASIL TRAVEL TURISMO E PARTICIPAÇÕES S/A;CIAS ABERTAS;22705;03/09/2012;Cancelado
07.628.528/0001-59;BRASILAGRO CIA BRAS DE PROP AGRICOLAS;CIAS ABERTAS;20036;25/04/2006;Concedido
00.108.795/0001-56;BRASILIA EMPREEND AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;506354;23/01/1992;Cancelado
05.482.166/0001-05;BRASILIANA ENERGIA SA;CIAS ABERTAS;19534;30/09/2006;Cancelado
08.773.191/0001-36;BRASILIANA PARTICIPAÇÕES S.A.;CIAS ABERTAS;23930;23/06/2016;Concedido
20.706.727/0001-04;BRASILINVEST INFORM.TELEC.S/A;CIAS ABERTAS;1902;15/12/1995;Cancelado
61.064.838/0001-33;BRASILIT SA;CIAS ABERTAS;1910;01/06/2001;Cancelado
33.177.734/0001-08;BRASILJUTA SA FIACAO TEC JUTA;CIAS ABERTAS;1929;01/03/1993;Cancelado
18.219.964/0001-90;BRASILTON CONTAGEM HOTEIS E TURISMO SA;CIAS INCENTIVADAS REGISTRADAS;518611;24/09/2007;Cancelado
60.856.820/0001-01;BRASIMET COM E INDUSTRIA SA;CIAS ABERTAS;1945;15/09/1993;Cancelado
42.150.391/0001-70;BRASKEM S.A.;CIAS ABERTAS;4820;18/12/1978;Concedido
19.902.006/0001-82;BRASMAG-CIA BRAS DE MAGNESIO;CIAS INCENTIVADAS REGISTRADAS;506362;26/02/1993;Cancelado
60.837.689/0001-35;BRASMETAL CIA BRAS METALURGIA;CIAS ABERTAS;1961;28/12/1990;Cancelado
63.875.322/0001-02;BRASMODAL SA NAVEG E TRANSP;CIAS INCENTIVADAS REGISTRADAS;513555;13/05/1998;Cancelado
61.084.984/0001-20;BRASMOTOR SA;CIAS ABERTAS;1970;22/12/2016;Cancelado
04.885.034/0001-61;BRASNOR AGROPECUARIA SA;CIAS INCENTIVADAS REGISTRADAS;514640;14/10/2011;Cancelado
01.394.866/0001-97;BRASPACK - EMBALAGENS DO NORDESTE;CIAS INCENTIVADAS REGISTRADAS;518735;15/01/2015;Cancelado
09.258.807/0001-01;BRASTEX SA;CIAS INCENTIVADAS REGISTRADAS;506737;14/02/2012;Cancelado
39.346.762/0001-80;BRASVIT GRANITO E MINERACAO SA;CIAS INCENTIVADAS REGISTRADAS;515795;14/02/2012;Cancelado
16.486.201/0001-80;BRASWEY NE SA IND E COM;CIAS INCENTIVADAS REGISTRADAS;512745;27/11/1991;Cancelado
01.946.997/0001-30;BRAUSTAM HOTEIS REIT SA;CIAS ABERTAS;19399;21/07/2005;Cancelado
03.144.779/0001-07;BRAVO SECURITIZADORA S/A;CIAS ABERTAS;19674;31/10/2008;Cancelado
10.826.798/0001-89;BRAZAL - BRASIL ALIMENTOS S.A.;CIAS ABERTAS;21865;30/08/2016;Cancelado
-;BRAZIL FAST FOOD CORP.;CIAS ESTRANGEIRAS;80012;23/12/2002;Cancelado
14.292.540/0001-09;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;CIAS ABERTAS;27316;04/09/2023;Concedido
02.762.113/0001-50;BRAZILIAN FINANCE & REAL ESTATE S.A.;CIAS ABERTAS;17922;10/11/1998;Concedido
03.767.538/0001-14;BRAZILIAN SECURITIES CIA SECURITIZAÇÃO;CIAS ABERTAS;18759;04/09/2000;Concedido
00.000.208/0001-00;BRB BANCO DE BRASILIA SA;CIAS ABERTAS;14206;24/09/1993;Concedido
33.136.888/0001-43;BRB CRED FINANC E INVEST SA;CIAS ABERTAS;6009;08/05/1987;Cancelado
08.653.753/0001-08;BRC SECURITIZADORA SA;CIAS ABERTAS;20672;29/06/2020;Cancelado
11.165.594/0001-07;BREJO VELHO ALIM SA;CIAS INCENTIVADAS REGISTRADAS;503584;07/07/2004;Cancelado
13.603.733/0001-62;BRESPEL CIA INDL BRAS ESPANHA;CIAS INCENTIVADAS REGISTRADAS;513776;14/02/2012;Cancelado
01.838.723/0001-27;BRF S.A.;CIAS ABERTAS;16292;24/06/1997;Concedido
04.134.540/0001-19;BRILASA BRITAGEM E LAMINAÇÃO DE ROCHAS S/A;CIAS INCENTIVADAS REGISTRADAS;509990;02/05/2016;Cancelado
61.068.557/0001-59;BRINQUEDOS BANDEIRANTES SA;CIAS ABERTAS;2003;10/09/1993;Cancelado
61.322.731/0001-48;BRINQUEDOS MIMO SA;CIAS ABERTAS;2011;20/12/2005;Cancelado
19.796.586/0001-70;BRISANET PARTICIPAÇÕES S.A.;CIAS ABERTAS;26085;27/07/2021;Concedido
39.580.673/0001-01;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;CIAS ABERTAS;26999;07/11/2022;Concedido
24.396.489/0001-20;BRK AMBIENTAL PARTICIPAÇÕES S.A.;CIAS ABERTAS;24830;22/10/2019;Concedido
07.700.557/0001-84;BROOKFIELD INCORPORAÇÕES S.A.;CIAS ABERTAS;20265;24/08/2016;Cancelado
58.877.812/0001-08;BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.;CIAS ABERTAS;19046;14/06/2012;Cancelado
39.335.443/0001-79;BROTAS GENETICA S/A;CIAS INCENTIVADAS REGISTRADAS;515710;24/10/2012;Cancelado
39.335.443/0001-79;BROTAS GENETICA S/A;CIAS INCENTIVADAS REGISTRADAS;519952;22/10/2014;Cancelado
07.088.416/0001-52;BRPR 45 SECURITZADORA CRED IMOB SA;CIAS ABERTAS;19895;14/11/2017;Cancelado
04.800.265/0001-25;BRPR 51 SECURITZADORA CRED IMOB SA;CIAS ABERTAS;19372;05/10/2015;Cancelado
07.033.882/0001-30;BRPR 52 SECURITZADORA CRED IMOB SA;CIAS ABERTAS;19976;03/11/2015;Cancelado
04.370.082/0001-17;BRPR 53 SECURITZADORA CRED IMOB SA;CIAS ABERTAS;19380;13/09/2016;Cancelado
07.710.591/0001-30;BRPR 55 SECURITZADORA CRED IMOB SA;CIAS ABERTAS;19941;08/04/2019;Cancelado
06.137.677/0001-52;BRPR 56 SECURITZADORA CRED IMOB SA;CIAS ABERTAS;19984;13/04/2021;Cancelado
36.542.025/0001-64;BRQ SOLUÇÕES EM INFORMÁTICA S.A.;CIAS ABERTAS;23817;11/01/2016;Concedido
09.462.890/0001-28;BRT HOLDING 1 SA;CIAS ABERTAS;21580;17/12/2014;Cancelado
52.082.872/0001-40;BRUMADINHO SA MIN E METAIS;CIAS ABERTAS;12971;09/08/2005;Cancelado
04.065.053/0001-41;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;CIAS ABERTAS;27391;27/12/2023;Concedido
03.468.802/0001-19;BRZ INVESTIMENTOS S/A;CIAS ABERTAS;21415;20/07/2011;Cancelado
60.736.279/0001-06;BS CONTINENTAL SA ULTL DOMEST;CIAS ABERTAS;6327;25/03/1999;Cancelado
61.356.762/0001-10;BS INFORM E ADMINISTR SA;CIAS ABERTAS;876;04/10/1991;Cancelado
10.603.674/0001-34;BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;CIAS ABERTAS;23779;14/06/2016;Cancelado
03.820.456/0001-96;BSB ENERGÉTICA S.A.;CIAS ABERTAS;26883;13/07/2022;Concedido
68.704.923/0001-68;BSE SA;CIAS ABERTAS;18864;19/01/2004;Cancelado
11.257.352/0001-43;BSI CAPITAL SECURITIZADORA S.A.;CIAS ABERTAS;23132;08/12/2023;Cancelado
07.110.438/0001-71;BTG PACTUAL HOLDING PARTICIPAÇÕES S.A.;CIAS ABERTAS;19690;24/06/2015;Cancelado
-;BTG PACTUAL PARTICIPATIONS, LTD.;CIAS ESTRANGEIRAS;80152;24/04/2012;Concedido
59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;CIAS ABERTAS;13897;28/04/1999;Cancelado
21.948.105/0001-47;BTGI QUARTZO PARTICIPAÇÕES S.A.;CIAS ABERTAS;23850;19/02/2016;Concedido
21.976.510/0001-79;BTGI SAFIRA PARTICIPAÇÕES S.A.;CIAS ABERTAS;23841;19/02/2016;Concedido
28.126.928/0001-36;BUAIZ SA INDUSTRIA E COMERCIO;CIAS ABERTAS;2020;05/04/1991;Cancelado
22.940.613/0001-41;BUBAMAZON-BUBALINOS DA AM SA;CIAS INCENTIVADAS REGISTRADAS;511048;24/10/2012;Cancelado
22.940.613/0001-41;BUBAMAZON-BUBALINOS DA AM SA;CIAS INCENTIVADAS REGISTRADAS;519510;14/02/2013;Cancelado
86.047.198/0001-84;BUDDEMEYER S/A;CIAS ABERTAS;19801;29/04/2011;Cancelado
82.981.812/0001-20;BUETTNER SA IND E COMÉRCIO;CIAS ABERTAS;2038;30/05/2018;Cancelado
04.851.887/0001-82;BUFALO DO MARAJO S. A. BUMASA.;CIAS INCENTIVADAS REGISTRADAS;515566;14/02/2012;Cancelado
08.168.031/0001-68;BUFALOS DE PERNAMBUCO SA;CIAS INCENTIVADAS REGISTRADAS;507393;20/06/2007;Cancelado
02.109.419/0001-01;BULHOES CARVALHO F NOTES SA;CIAS ABERTAS;16845;20/12/2000;Cancelado
84.046.101/0001-93;BUNGE ALIMENTOS SA;CIAS ABERTAS;2593;08/10/2002;Cancelado
61.074.092/0001-49;BUNGE BRASIL SA;CIAS ABERTAS;10278;07/10/2004;Cancelado
61.082.822/0001-53;BUNGE FERTILIZANTES SA;CIAS ABERTAS;8370;08/10/2002;Cancelado
61.206.355/0001-26;BURITI INDUSTRIAL SA;CIAS INCENTIVADAS REGISTRADAS;512885;14/02/2012;Cancelado
07.345.119/0001-45;BURLAMAQUE EMPREEND AGRI SA;CIAS INCENTIVADAS REGISTRADAS;508527;14/02/2012;Cancelado
84.684.471/0001-56;BUSCHLE & LEPPER SA;CIAS ABERTAS;2046;29/03/1990;Cancelado
31.093.792/0001-10;BUZIOS PALACE HOTEIS E TURISMO SA;CIAS INCENTIVADAS REGISTRADAS;518336;20/10/2005;Cancelado
01.858.774/0001-10;BV LEASING - ARRENDAMENTO MERCANTIL S/A;CIAS ABERTAS;20133;04/06/2020;Cancelado
04.794.781/0001-94;BVA EMPREENDIMENTOS SA;CIAS ABERTAS;19488;15/08/2006;Cancelado
00.019.388/0001-72;BWU VIDEO SA;CIAS ABERTAS;15440;20/02/2001;Cancelado
45.242.914/0001-05;C&A MODAS S.A.;CIAS ABERTAS;24848;24/10/2019;Concedido
58.798.612/0001-51;C. P. E. PENINSULA DO TUCURUÇUTUBA;CIAS ABERTAS;16837;11/10/2006;Cancelado
08.602.963/0001-77;CABERNA-CIA AGROPEC S BERNADET;CIAS INCENTIVADAS REGISTRADAS;511951;14/02/2012;Cancelado
04.030.182/0001-02;CABINDA PARTICIPAÇÕES SA;CIAS ABERTAS;19119;29/10/2001;Concedido
06.787.873/0001-72;CABISA-CANTO BURITI AGROIND SA;CIAS INCENTIVADAS REGISTRADAS;507040;28/09/2008;Cancelado
05.336.882/0001-84;CACHOEIRA PAULISTA TRANSMISSORA DE ENERGIA SA;CIAS ABERTAS;22683;19/12/2011;Concedido
20.933.354/0001-04;CACHOEIRA VELONORTE;CIAS ABERTAS;4111;08/07/2016;Cancelado
05.966.627/0001-15;CACOAL REFRIGERANTES SA;CIAS INCENTIVADAS REGISTRADAS;507970;07/03/2003;Cancelado
